ORDER_ID,CUSTOMER_ID,ORDER_TS,REGION,PRIORITY,PACKAGE_WEIGHT_KG,DISTANCE_KM
ORD003720,CUST00205,2026-05-12 03:32:00,EAST,EXPRESS,14.09,40.8
ORD003721,CUST00127,2026-05-09 19:14:00,EAST,STANDARD,22.5,25.2
ORD003722,CUST00253,2026-03-21 11:26:00,CENTRAL,EXPRESS,6.53,85.5
ORD003723,CUST00005,2026-01-02 02:52:00,NORTH,EXPRESS,6.94,94.3
ORD003724,CUST00252,2026-01-10 12:27:00,WEST,STANDARD,19.43,53.9
ORD003725,CUST01074,2026-05-16 01:39:00,SOUTH,STANDARD,14.13,79.7
ORD003726,CUST00530,2026-04-18 10:01:00,WEST,STANDARD,18.57,18.8
ORD003727,CUST00400,2026-05-29 03:38:00,WEST,STANDARD,20.64,39.3
ORD003728,CUST01148,2026-05-09 02:09:00,SOUTH,PRIORITY,12.21,9.0
ORD003729,CUST00727,2026-04-29 03:13:00,CENTRAL,STANDARD,10.87,97.0
ORD003730,CUST00219,2026-03-28 19:20:00,EAST,PRIORITY,17.58,31.6
ORD003731,CUST00096,2026-02-23 16:23:00,NORTH,STANDARD,2.67,82.2
ORD003732,CUST00897,2026-01-21 08:46:00,SOUTH,EXPRESS,14.48,85.1
ORD003733,CUST00437,2026-05-16 04:44:00,EAST,STANDARD,21.86,91.6
ORD003734,CUST01122,2026-04-25 18:28:00,NORTH,STANDARD,18.04,56.0
ORD003735,CUST00295,2026-05-15 15:25:00,EAST,STANDARD,23.78,48.2
ORD003736,CUST00989,2026-01-24 04:59:00,EAST,STANDARD,20.69,46.7
ORD003737,CUST00419,2026-03-21 14:12:00,CENTRAL,STANDARD,17.4,13.8
ORD003738,CUST00528,2026-01-06 14:56:00,CENTRAL,EXPRESS,11.89,12.1
ORD003739,CUST00885,2026-03-12 03:11:00,WEST,STANDARD,24.26,35.1
ORD003740,CUST00234,2026-05-07 03:40:00,WEST,PRIORITY,7.08,40.9
ORD003741,CUST01127,2026-05-02 09:44:00,NORTH,STANDARD,22.26,29.5
ORD003742,CUST00775,2026-05-22 11:22:00,WEST,EXPRESS,18.98,109.6
ORD003743,CUST00681,2026-03-10 00:33:00,SOUTH,STANDARD,8.02,4.6
ORD003744,CUST00321,2026-04-24 15:28:00,EAST,STANDARD,10.08,59.6
ORD003745,CUST00392,2026-03-04 19:31:00,CENTRAL,STANDARD,21.3,84.1
ORD003746,CUST00814,2026-04-19 21:01:00,SOUTH,EXPRESS,6.31,52.3
ORD003747,CUST00686,2026-05-02 09:39:00,EAST,STANDARD,2.37,96.2
ORD003748,CUST00973,2026-04-06 02:12:00,EAST,STANDARD,5.6,100.4
ORD003749,CUST00515,2026-05-28 04:51:00,EAST,STANDARD,0.69,8.9
ORD003750,CUST00854,2026-05-20 04:53:00,NORTH,STANDARD,17.14,10.2
ORD003751,CUST00310,2026-05-29 03:27:00,SOUTH,STANDARD,16.94,32.1
ORD003752,CUST00220,2026-02-19 08:39:00,CENTRAL,EXPRESS,4.36,86.7
ORD003753,CUST00515,2026-02-15 01:55:00,WEST,EXPRESS,23.72,66.9
ORD003754,CUST00512,2026-01-02 18:12:00,NORTH,STANDARD,0.65,62.3
ORD003755,CUST00086,2026-04-10 17:43:00,NORTH,STANDARD,4.98,34.6
ORD003756,CUST00099,2026-03-03 23:33:00,WEST,PRIORITY,17.81,41.6
ORD003757,CUST00378,2026-01-20 11:38:00,SOUTH,PRIORITY,2.61,84.5
ORD003758,CUST00154,2026-01-30 12:23:00,EAST,PRIORITY,24.08,99.7
ORD003759,CUST00306,2026-05-09 17:02:00,EAST,STANDARD,21.63,48.2
ORD003760,CUST00540,2026-04-17 16:58:00,EAST,STANDARD,21.21,47.3
ORD003761,CUST00459,2026-01-15 15:18:00,EAST,EXPRESS,9.36,116.3
ORD003762,CUST01006,2026-04-04 12:13:00,NORTH,STANDARD,7.28,69.4
ORD003763,CUST01027,2026-04-14 23:32:00,WEST,STANDARD,2.69,33.2
ORD003764,CUST00261,2026-02-11 09:53:00,NORTH,STANDARD,3.86,33.3
ORD003765,CUST00193,2026-02-04 04:10:00,WEST,STANDARD,5.6,104.1
ORD003766,CUST01033,2026-05-17 00:45:00,NORTH,EXPRESS,21.41,24.8
ORD003767,CUST00450,2026-03-09 10:09:00,EAST,EXPRESS,23.15,101.0
ORD003768,CUST00353,2026-01-04 00:18:00,WEST,EXPRESS,9.45,74.0
ORD003769,CUST00291,2026-03-25 17:08:00,WEST,EXPRESS,3.64,50.3
ORD003770,CUST00252,2026-04-08 04:11:00,SOUTH,EXPRESS,15.26,90.6
ORD003771,CUST01149,2026-05-30 17:50:00,NORTH,STANDARD,24.06,111.5
ORD003772,CUST00055,2026-03-18 19:10:00,SOUTH,STANDARD,9.2,109.8
ORD003773,CUST00548,2026-03-25 01:11:00,SOUTH,EXPRESS,16.74,34.0
ORD003774,CUST00489,2026-05-15 05:26:00,NORTH,EXPRESS,10.89,79.9
ORD003775,CUST00870,2026-03-19 01:52:00,WEST,PRIORITY,6.57,58.4
ORD003776,CUST00605,2026-01-01 12:42:00,CENTRAL,STANDARD,6.41,89.3
ORD003777,CUST00174,2026-04-28 04:44:00,CENTRAL,STANDARD,17.85,94.5
ORD003778,CUST00463,2026-04-23 09:11:00,SOUTH,STANDARD,3.38,106.3
ORD003779,CUST00934,2026-03-25 07:06:00,EAST,STANDARD,16.93,6.7
ORD003780,CUST01078,2026-02-26 12:05:00,WEST,PRIORITY,5.84,46.0
ORD003781,CUST01095,2026-03-31 07:17:00,CENTRAL,EXPRESS,21.85,22.0
ORD003782,CUST01148,2026-02-15 03:20:00,EAST,EXPRESS,19.83,38.0
ORD003783,CUST00364,2026-04-07 01:06:00,EAST,STANDARD,16.2,7.5
ORD003784,CUST00972,2026-04-19 00:43:00,EAST,STANDARD,24.68,77.7
ORD003785,CUST00890,2026-02-09 10:26:00,WEST,EXPRESS,2.15,27.8
ORD003786,CUST01200,2026-01-25 20:07:00,NORTH,STANDARD,14.09,90.1
ORD003787,CUST00106,2026-01-17 03:47:00,CENTRAL,STANDARD,5.5,59.0
ORD003788,CUST00777,2026-03-06 12:37:00,EAST,EXPRESS,14.16,75.1
ORD003789,CUST00981,2026-04-12 02:16:00,SOUTH,EXPRESS,19.9,3.4
ORD003790,CUST01034,2026-05-29 23:30:00,WEST,EXPRESS,14.98,48.0
ORD003791,CUST00663,2026-04-17 23:01:00,EAST,STANDARD,21.7,92.3
ORD003792,CUST00029,2026-05-02 02:11:00,CENTRAL,STANDARD,17.89,76.1
ORD003793,CUST00321,2026-05-01 05:01:00,SOUTH,STANDARD,16.9,77.3
ORD003794,CUST00610,2026-05-29 19:38:00,CENTRAL,STANDARD,1.31,119.3
ORD003795,CUST00319,2026-05-16 11:57:00,EAST,STANDARD,16.38,103.9
ORD003796,CUST00765,2026-05-04 05:21:00,WEST,EXPRESS,12.54,26.3
ORD003797,CUST00988,2026-02-28 23:46:00,NORTH,STANDARD,1.93,36.6
ORD003798,CUST00978,2026-01-14 21:44:00,SOUTH,EXPRESS,0.94,94.8
ORD003799,CUST00808,2026-03-13 19:12:00,WEST,EXPRESS,12.54,80.6
ORD003800,CUST00349,2026-02-23 00:17:00,SOUTH,STANDARD,10.7,79.1
ORD003801,CUST00714,2026-05-19 02:07:00,SOUTH,STANDARD,24.73,110.1
ORD003802,CUST00778,2026-03-31 09:11:00,SOUTH,STANDARD,0.46,116.4
ORD003803,CUST00361,2026-04-06 09:14:00,SOUTH,EXPRESS,7.58,55.9
ORD003804,CUST00148,2026-02-03 15:20:00,WEST,STANDARD,15.31,77.0
ORD003805,CUST00485,2026-01-20 18:52:00,CENTRAL,STANDARD,21.54,110.1
ORD003806,CUST00079,2026-04-17 09:27:00,EAST,STANDARD,15.21,41.1
ORD003807,CUST00807,2026-02-06 19:32:00,WEST,STANDARD,23.15,95.3
ORD003808,CUST01046,2026-03-26 09:54:00,NORTH,EXPRESS,21.01,60.7
ORD003809,CUST00401,2026-05-06 11:09:00,WEST,EXPRESS,24.84,76.1
ORD003810,CUST00335,2026-05-20 14:10:00,CENTRAL,STANDARD,18.78,47.7
ORD003811,CUST00686,2026-03-07 21:13:00,EAST,STANDARD,14.7,92.7
ORD003812,CUST00197,2026-03-01 12:49:00,EAST,EXPRESS,4.74,98.8
ORD003813,CUST01176,2026-02-15 06:24:00,SOUTH,EXPRESS,20.67,26.2
ORD003814,CUST00041,2026-01-29 18:12:00,NORTH,STANDARD,18.99,101.5
ORD003815,CUST00988,2026-01-16 11:13:00,SOUTH,EXPRESS,24.77,63.6
ORD003816,CUST00969,2026-03-21 13:44:00,EAST,STANDARD,15.08,19.5
ORD003817,CUST00662,2026-04-12 12:49:00,WEST,EXPRESS,21.77,107.9
ORD003818,CUST00364,2026-04-21 23:56:00,SOUTH,EXPRESS,9.05,18.1
ORD003819,CUST00398,2026-03-06 02:26:00,CENTRAL,EXPRESS,7.65,113.2
ORD003820,CUST00738,2026-02-28 16:17:00,NORTH,STANDARD,3.94,62.9
ORD003821,CUST00724,2026-05-13 09:49:00,NORTH,STANDARD,1.42,65.2
ORD003822,CUST00053,2026-05-17 06:27:00,EAST,STANDARD,16.33,39.1
ORD003823,CUST01139,2026-05-05 02:51:00,WEST,STANDARD,12.4,116.0
ORD003824,CUST01123,2026-03-19 22:34:00,WEST,STANDARD,9.73,76.4
ORD003825,CUST00480,2026-02-24 22:14:00,WEST,STANDARD,18.65,49.6
ORD003826,CUST00882,2026-02-01 05:54:00,CENTRAL,STANDARD,23.14,42.0
ORD003827,CUST00424,2026-04-11 06:25:00,WEST,STANDARD,24.68,7.0
ORD003828,CUST00008,2026-02-16 05:10:00,WEST,STANDARD,10.53,75.3
ORD003829,CUST00553,2026-03-06 22:46:00,CENTRAL,STANDARD,6.06,116.5
ORD003830,CUST01190,2026-01-22 03:47:00,CENTRAL,STANDARD,11.09,36.5
ORD003831,CUST00420,2026-04-23 00:35:00,WEST,EXPRESS,13.27,63.4
ORD003832,CUST01097,2026-02-16 08:05:00,EAST,STANDARD,19.86,72.5
ORD003833,CUST01157,2026-02-28 12:40:00,SOUTH,STANDARD,6.42,57.7
ORD003834,CUST00562,2026-04-05 01:00:00,WEST,STANDARD,9.71,98.0
ORD003835,CUST00961,2026-03-02 17:00:00,EAST,STANDARD,21.79,65.0
ORD003836,CUST00059,2026-01-12 02:59:00,EAST,STANDARD,8.13,42.7
ORD003837,CUST00660,2026-04-11 11:17:00,EAST,STANDARD,8.2,68.5
ORD003838,CUST00258,2026-04-30 23:34:00,WEST,STANDARD,3.54,73.6
ORD003839,CUST00485,2026-02-07 01:19:00,EAST,EXPRESS,5.03,85.9
ORD003840,CUST00321,2026-04-02 23:00:00,SOUTH,EXPRESS,3.18,49.0
ORD003841,CUST00667,2026-04-26 11:09:00,WEST,STANDARD,21.52,18.4
ORD003842,CUST00961,2026-03-25 04:47:00,SOUTH,STANDARD,20.36,87.2
ORD003843,CUST01166,2026-04-02 04:25:00,CENTRAL,PRIORITY,12.68,39.8
ORD003844,CUST00095,2026-03-23 00:30:00,SOUTH,EXPRESS,4.1,73.6
ORD003845,CUST00474,2026-05-10 14:57:00,SOUTH,EXPRESS,3.86,43.3
ORD003846,CUST00624,2026-05-03 08:22:00,NORTH,EXPRESS,10.75,15.4
ORD003847,CUST01197,2026-04-11 13:59:00,WEST,STANDARD,20.08,38.6
ORD003848,CUST00623,2026-01-02 13:13:00,WEST,STANDARD,8.02,24.9
ORD003849,CUST00803,2026-03-03 21:56:00,CENTRAL,EXPRESS,3.72,63.1
ORD003850,CUST00716,2026-01-16 04:34:00,SOUTH,EXPRESS,10.34,50.4
ORD003851,CUST00219,2026-02-28 01:29:00,WEST,STANDARD,13.91,94.0
ORD003852,CUST01141,2026-05-21 14:08:00,SOUTH,STANDARD,24.47,87.3
ORD003853,CUST00969,2026-01-20 01:52:00,WEST,STANDARD,21.8,51.7
ORD003854,CUST01146,2026-02-17 17:28:00,CENTRAL,STANDARD,21.54,93.6
ORD003855,CUST00332,2026-02-06 11:13:00,CENTRAL,STANDARD,8.53,50.2
ORD003856,CUST00729,2026-03-23 23:17:00,SOUTH,EXPRESS,18.88,39.9
ORD003857,CUST00986,2026-05-01 04:57:00,SOUTH,STANDARD,0.5,5.7
ORD003858,CUST01083,2026-03-23 17:23:00,SOUTH,STANDARD,12.21,35.7
ORD003859,CUST00096,2026-04-07 01:51:00,NORTH,STANDARD,23.54,3.0
ORD003860,CUST00621,2026-04-16 19:25:00,SOUTH,STANDARD,9.6,63.2
ORD003861,CUST00177,2026-03-04 17:47:00,EAST,EXPRESS,24.24,11.6
ORD003862,CUST00093,2026-01-08 21:54:00,NORTH,EXPRESS,7.93,66.7
ORD003863,CUST00048,2026-03-16 04:26:00,CENTRAL,EXPRESS,1.12,78.4
ORD003864,CUST01037,2026-01-08 15:54:00,SOUTH,EXPRESS,9.96,67.9
ORD003865,CUST00338,2026-02-25 15:56:00,EAST,STANDARD,12.85,89.5
ORD003866,CUST00608,2026-04-28 06:32:00,SOUTH,STANDARD,16.24,104.8
ORD003867,CUST00073,2026-05-21 11:59:00,NORTH,EXPRESS,6.64,26.2
ORD003868,CUST00855,2026-04-01 12:14:00,SOUTH,EXPRESS,2.79,2.2
ORD003869,CUST00105,2026-04-14 00:54:00,CENTRAL,STANDARD,11.31,9.7
ORD003870,CUST00211,2026-02-10 19:46:00,NORTH,STANDARD,15.74,36.0
ORD003871,CUST01126,2026-01-18 17:07:00,EAST,STANDARD,9.65,39.7
ORD003872,CUST00716,2026-02-10 02:58:00,WEST,STANDARD,11.15,71.6
ORD003873,CUST01197,2026-03-06 19:30:00,WEST,EXPRESS,16.04,113.1
ORD003874,CUST01036,2026-04-23 13:15:00,WEST,STANDARD,22.61,78.6
ORD003875,CUST00869,2026-01-07 22:52:00,EAST,STANDARD,23.46,99.4
ORD003876,CUST00543,2026-02-18 00:50:00,NORTH,STANDARD,10.87,34.8
ORD003877,CUST00586,2026-05-13 20:25:00,EAST,STANDARD,16.56,100.9
ORD003878,CUST01037,2026-03-30 13:27:00,WEST,STANDARD,15.15,97.5
ORD003879,CUST00667,2026-05-15 05:22:00,SOUTH,STANDARD,4.51,57.6
ORD003880,CUST00637,2026-03-21 17:21:00,EAST,EXPRESS,22.36,1.4
ORD003881,CUST00390,2026-03-06 09:14:00,SOUTH,STANDARD,8.27,41.6
ORD003882,CUST00426,2026-04-08 08:17:00,EAST,PRIORITY,21.6,43.9
ORD003883,CUST00560,2026-01-25 09:00:00,EAST,EXPRESS,21.68,41.4
ORD003884,CUST00561,2026-04-29 01:47:00,CENTRAL,PRIORITY,17.49,53.2
ORD003885,CUST00386,2026-02-07 15:56:00,EAST,STANDARD,16.67,79.1
ORD003886,CUST00833,2026-03-27 18:51:00,SOUTH,STANDARD,6.25,105.5
ORD003887,CUST00900,2026-02-23 07:14:00,WEST,EXPRESS,8.53,61.3
ORD003888,CUST00915,2026-04-27 18:55:00,WEST,EXPRESS,14.67,19.0
ORD003889,CUST00150,2026-02-06 21:17:00,WEST,STANDARD,16.0,59.9
ORD003890,CUST00010,2026-05-06 06:26:00,EAST,STANDARD,16.3,107.8
ORD003891,CUST00392,2026-01-15 00:29:00,WEST,STANDARD,17.89,93.5
ORD003892,CUST00425,2026-04-12 04:59:00,CENTRAL,STANDARD,5.15,78.8
ORD003893,CUST00825,2026-02-21 03:21:00,CENTRAL,EXPRESS,4.11,51.4
ORD003894,CUST00749,2026-02-05 13:22:00,NORTH,STANDARD,7.05,106.4
ORD003895,CUST00737,2026-03-30 11:37:00,SOUTH,STANDARD,2.35,38.8
ORD003896,CUST00861,2026-02-03 15:04:00,SOUTH,EXPRESS,8.96,35.5
ORD003897,CUST00294,2026-02-26 20:30:00,WEST,STANDARD,15.21,18.2
ORD003898,CUST00873,2026-04-27 23:32:00,NORTH,PRIORITY,19.45,41.1
ORD003899,CUST01085,2026-02-22 21:03:00,NORTH,STANDARD,21.69,101.5
ORD003900,CUST01073,2026-01-12 22:54:00,NORTH,STANDARD,15.37,77.5
ORD003901,CUST00857,2026-03-10 08:46:00,NORTH,PRIORITY,5.52,66.7
ORD003902,CUST00965,2026-02-05 22:10:00,NORTH,STANDARD,24.35,10.8
ORD003903,CUST00400,2026-04-23 22:58:00,NORTH,EXPRESS,23.86,4.1
ORD003904,CUST00988,2026-01-02 13:46:00,SOUTH,PRIORITY,23.41,59.6
ORD003905,CUST01072,2026-05-11 15:25:00,CENTRAL,EXPRESS,15.48,8.5
ORD003906,CUST00357,2026-01-29 01:03:00,CENTRAL,EXPRESS,5.34,17.1
ORD003907,CUST00077,2026-01-21 15:55:00,EAST,STANDARD,21.37,30.6
ORD003908,CUST01100,2026-03-15 09:34:00,EAST,STANDARD,6.85,66.0
ORD003909,CUST00553,2026-05-18 10:11:00,WEST,STANDARD,10.4,72.2
ORD003910,CUST00749,2026-04-29 06:34:00,NORTH,STANDARD,22.97,65.8
ORD003911,CUST00028,2026-05-16 06:27:00,WEST,EXPRESS,24.24,74.4
ORD003912,CUST00160,2026-05-25 17:17:00,SOUTH,EXPRESS,24.79,85.1
ORD003913,CUST00485,2026-01-21 06:33:00,EAST,EXPRESS,14.6,32.5
ORD003914,CUST00410,2026-02-08 06:15:00,EAST,STANDARD,21.26,52.7
ORD003915,CUST00159,2026-03-12 20:03:00,EAST,STANDARD,9.78,100.7
ORD003916,CUST01126,2026-01-29 16:17:00,SOUTH,STANDARD,1.78,11.2
ORD003917,CUST00649,2026-03-26 22:05:00,EAST,STANDARD,19.11,72.8
ORD003918,CUST00024,2026-01-02 06:48:00,EAST,STANDARD,11.14,97.2
ORD003919,CUST00748,2026-04-20 03:08:00,EAST,STANDARD,20.03,29.4
ORD003920,CUST00381,2026-05-28 00:43:00,CENTRAL,EXPRESS,9.53,119.3
ORD003921,CUST00868,2026-01-05 04:49:00,SOUTH,STANDARD,4.36,24.0
ORD003922,CUST00090,2026-03-09 02:21:00,WEST,STANDARD,8.56,19.0
ORD003923,CUST00335,2026-03-13 22:23:00,NORTH,STANDARD,11.72,109.6
ORD003924,CUST00217,2026-02-28 00:04:00,NORTH,STANDARD,6.6,87.1
ORD003925,CUST00639,2026-03-08 13:28:00,EAST,PRIORITY,11.1,9.8
ORD003926,CUST00541,2026-01-18 01:44:00,CENTRAL,EXPRESS,0.21,49.8
ORD003927,CUST00110,2026-04-10 01:18:00,EAST,STANDARD,20.4,23.9
ORD003928,CUST00183,2026-03-26 06:21:00,NORTH,STANDARD,5.32,105.3
ORD003929,CUST00926,2026-02-09 01:33:00,CENTRAL,STANDARD,2.44,114.3
ORD003930,CUST00963,2026-04-18 03:12:00,WEST,STANDARD,21.0,31.9
ORD003931,CUST00650,2026-02-23 04:23:00,SOUTH,EXPRESS,18.13,85.4
ORD003932,CUST00422,2026-02-19 15:02:00,SOUTH,STANDARD,16.59,118.4
ORD003933,CUST00650,2026-02-23 08:12:00,WEST,PRIORITY,3.78,109.2
ORD003934,CUST00872,2026-02-23 17:51:00,SOUTH,EXPRESS,19.96,51.3
ORD003935,CUST00460,2026-04-05 15:26:00,CENTRAL,EXPRESS,2.63,84.5
ORD003936,CUST00653,2026-01-27 23:39:00,NORTH,EXPRESS,12.48,51.5
ORD003937,CUST00888,2026-05-18 03:48:00,EAST,STANDARD,8.0,52.2
ORD003938,CUST00214,2026-02-10 23:38:00,EAST,EXPRESS,18.62,95.0
ORD003939,CUST00094,2026-04-27 13:43:00,WEST,STANDARD,14.5,82.5
ORD003940,CUST01080,2026-02-11 15:37:00,NORTH,STANDARD,17.45,39.4
ORD003941,CUST01021,2026-02-14 00:31:00,SOUTH,STANDARD,5.73,118.3
ORD003942,CUST00193,2026-05-02 06:47:00,WEST,STANDARD,9.13,100.5
ORD003943,CUST00655,2026-01-10 03:07:00,EAST,PRIORITY,19.92,26.5
ORD003944,CUST01141,2026-04-15 10:24:00,WEST,STANDARD,0.64,74.8
ORD003945,CUST00067,2026-04-20 06:54:00,EAST,STANDARD,14.35,60.8
ORD003946,CUST00813,2026-02-07 15:47:00,CENTRAL,EXPRESS,22.32,35.3
ORD003947,CUST00552,2026-01-07 15:56:00,WEST,STANDARD,12.3,77.9
ORD003948,CUST00111,2026-03-13 22:19:00,CENTRAL,EXPRESS,2.41,15.6
ORD003949,CUST00286,2026-04-12 04:15:00,SOUTH,EXPRESS,22.04,26.0
ORD003950,CUST00005,2026-05-06 21:13:00,SOUTH,STANDARD,8.73,91.0
ORD003951,CUST00944,2026-05-08 13:18:00,NORTH,PRIORITY,6.68,23.5
ORD003952,CUST01008,2026-02-12 13:54:00,WEST,EXPRESS,4.66,94.3
ORD003953,CUST00380,2026-01-07 13:32:00,WEST,STANDARD,22.43,32.0
ORD003954,CUST00675,2026-04-14 09:24:00,SOUTH,EXPRESS,21.2,40.3
ORD003955,CUST01007,2026-04-01 05:56:00,CENTRAL,EXPRESS,17.71,27.6
ORD003956,CUST00306,2026-02-10 18:14:00,CENTRAL,EXPRESS,2.67,115.3
ORD003957,CUST00175,2026-02-13 19:45:00,EAST,STANDARD,16.56,76.8
ORD003958,CUST00764,2026-05-20 12:05:00,NORTH,STANDARD,6.65,116.9
ORD003959,CUST00350,2026-02-08 16:26:00,SOUTH,EXPRESS,3.33,28.1
ORD003960,CUST00659,2026-05-09 09:15:00,WEST,STANDARD,19.25,91.9
ORD003961,CUST00510,2026-03-29 15:19:00,NORTH,PRIORITY,24.38,67.9
ORD003962,CUST00229,2026-03-19 11:34:00,CENTRAL,STANDARD,9.52,7.4
ORD003963,CUST00763,2026-01-20 16:13:00,CENTRAL,STANDARD,23.15,101.3
ORD003964,CUST00505,2026-04-09 14:39:00,NORTH,STANDARD,16.02,118.2
ORD003965,CUST00197,2026-02-10 21:45:00,SOUTH,STANDARD,16.84,69.4
ORD003966,CUST01000,2026-01-04 00:39:00,NORTH,STANDARD,5.97,43.4
ORD003967,CUST01131,2026-05-12 23:12:00,NORTH,EXPRESS,19.52,4.3
ORD003968,CUST00280,2026-05-13 23:44:00,CENTRAL,STANDARD,12.13,117.1
ORD003969,CUST00726,2026-02-10 03:37:00,WEST,STANDARD,9.4,92.6
ORD003970,CUST00034,2026-03-11 16:02:00,WEST,STANDARD,22.31,8.2
ORD003971,CUST00205,2026-04-15 13:47:00,NORTH,EXPRESS,17.48,119.9
ORD003972,CUST00421,2026-05-13 11:40:00,NORTH,EXPRESS,6.54,7.8
ORD003973,CUST00956,2026-01-02 18:47:00,SOUTH,STANDARD,15.85,26.1
ORD003974,CUST00588,2026-03-09 19:13:00,CENTRAL,STANDARD,12.03,97.0
ORD003975,CUST00612,2026-01-24 08:46:00,EAST,STANDARD,6.9,57.9
ORD003976,CUST00276,2026-04-16 00:32:00,CENTRAL,STANDARD,17.97,27.0
ORD003977,CUST00923,2026-01-30 04:16:00,NORTH,EXPRESS,12.02,97.7
ORD003978,CUST00023,2026-04-09 00:40:00,NORTH,STANDARD,18.89,95.0
ORD003979,CUST00892,2026-03-01 17:07:00,WEST,PRIORITY,18.65,86.6
ORD003980,CUST00645,2026-02-17 15:16:00,NORTH,PRIORITY,15.97,108.6
ORD003981,CUST00575,2026-01-03 00:01:00,CENTRAL,EXPRESS,1.4,87.8
ORD003982,CUST00147,2026-02-11 01:00:00,EAST,EXPRESS,2.15,104.9
ORD003983,CUST00040,2026-04-15 04:20:00,NORTH,EXPRESS,19.63,33.3
ORD003984,CUST00028,2026-01-08 13:38:00,EAST,STANDARD,7.46,50.1
ORD003985,CUST00789,2026-04-07 10:42:00,SOUTH,STANDARD,24.2,97.4
ORD003986,CUST01130,2026-04-17 00:15:00,CENTRAL,STANDARD,7.19,51.6
ORD003987,CUST00171,2026-02-05 06:40:00,CENTRAL,STANDARD,11.87,40.4
ORD003988,CUST00787,2026-03-06 11:51:00,SOUTH,EXPRESS,9.45,67.3
ORD003989,CUST00047,2026-02-26 08:52:00,SOUTH,STANDARD,23.51,53.3
ORD003990,CUST00986,2026-05-27 14:31:00,WEST,EXPRESS,24.27,79.7
ORD003991,CUST00469,2026-05-22 16:17:00,SOUTH,EXPRESS,3.22,55.6
ORD003992,CUST00847,2026-04-04 01:46:00,EAST,PRIORITY,7.1,71.7
ORD003993,CUST00369,2026-02-15 23:55:00,EAST,STANDARD,16.67,28.1
ORD003994,CUST00557,2026-05-17 00:48:00,EAST,EXPRESS,23.35,71.9
ORD003995,CUST01177,2026-01-18 01:20:00,EAST,PRIORITY,7.62,64.1
ORD003996,CUST00696,2026-05-19 17:43:00,CENTRAL,STANDARD,10.25,106.0
ORD003997,CUST01148,2026-05-16 05:26:00,CENTRAL,STANDARD,0.65,115.0
ORD003998,CUST01172,2026-03-27 19:33:00,SOUTH,STANDARD,1.32,30.5
ORD003999,CUST01102,2026-03-25 00:05:00,NORTH,STANDARD,21.2,69.0
ORD004000,CUST00820,2026-05-18 10:18:00,NORTH,EXPRESS,2.22,15.3
ORD004001,CUST00519,2026-01-24 05:17:00,EAST,STANDARD,16.29,26.1
ORD004002,CUST01088,2026-05-25 17:04:00,EAST,STANDARD,21.46,38.9
ORD004003,CUST00894,2026-05-14 19:24:00,SOUTH,EXPRESS,18.4,78.6
ORD004004,CUST00978,2026-03-29 20:54:00,NORTH,STANDARD,9.01,54.6
ORD004005,CUST00038,2026-05-08 04:09:00,NORTH,STANDARD,24.08,31.5
ORD004006,CUST00271,2026-03-09 15:26:00,WEST,PRIORITY,5.57,31.7
ORD004007,CUST00690,2026-05-10 09:56:00,WEST,STANDARD,20.87,90.6
ORD004008,CUST00007,2026-05-10 05:50:00,EAST,STANDARD,14.22,41.6
ORD004009,CUST00329,2026-03-27 21:18:00,WEST,STANDARD,15.7,83.8
ORD004010,CUST01020,2026-01-12 04:58:00,CENTRAL,STANDARD,6.96,112.7
ORD004011,CUST00481,2026-03-16 20:13:00,WEST,EXPRESS,13.6,94.8
ORD004012,CUST00585,2026-02-06 00:43:00,EAST,STANDARD,24.02,72.8
ORD004013,CUST00459,2026-03-29 07:16:00,WEST,EXPRESS,11.78,63.5
ORD004014,CUST00133,2026-04-18 00:06:00,NORTH,STANDARD,23.63,52.0
ORD004015,CUST00356,2026-03-04 17:03:00,CENTRAL,STANDARD,1.09,47.2
ORD004016,CUST01044,2026-01-27 02:04:00,SOUTH,STANDARD,16.81,3.5
ORD004017,CUST01187,2026-01-04 14:18:00,SOUTH,STANDARD,19.32,36.7
ORD004018,CUST00577,2026-01-19 00:43:00,CENTRAL,STANDARD,17.48,81.1
ORD004019,CUST01173,2026-02-24 23:01:00,WEST,PRIORITY,1.18,9.1
ORD004020,CUST00539,2026-03-21 08:59:00,EAST,STANDARD,2.58,10.8
ORD004021,CUST01153,2026-05-29 08:40:00,NORTH,PRIORITY,15.15,46.8
ORD004022,CUST00595,2026-02-04 15:15:00,CENTRAL,EXPRESS,18.08,43.5
ORD004023,CUST00615,2026-03-12 07:41:00,SOUTH,STANDARD,12.09,37.5
ORD004024,CUST00368,2026-03-23 21:45:00,WEST,EXPRESS,17.16,10.4
ORD004025,CUST00325,2026-03-07 09:02:00,NORTH,PRIORITY,8.38,24.5
ORD004026,CUST00626,2026-05-04 05:37:00,CENTRAL,STANDARD,11.75,48.0
ORD004027,CUST00493,2026-05-14 20:01:00,CENTRAL,EXPRESS,13.26,100.0
ORD004028,CUST01038,2026-03-31 00:19:00,WEST,STANDARD,19.75,46.6
ORD004029,CUST00037,2026-03-22 21:59:00,WEST,EXPRESS,21.45,20.7
ORD004030,CUST00649,2026-03-30 17:42:00,SOUTH,STANDARD,12.94,17.7
ORD004031,CUST00017,2026-03-26 00:36:00,NORTH,STANDARD,3.54,93.3
ORD004032,CUST00369,2026-03-19 03:12:00,EAST,STANDARD,23.09,35.6
