ORDER_ID,COURIER,WAREHOUSE,HANDOFFS,PRIOR_DELAYS,DELIVERY_DELAY_MINUTES
ORD001593,SwiftRun,WH-D4,2,6,80.3
ORD001594,MetroDash,WH-D4,4,7,74.9
ORD001595,SwiftRun,WH-C3,5,8,116.5
ORD001596,CityHop,WH-D4,3,5,91.0
ORD001597,NovaShip,WH-B2,5,5,97.2
ORD001598,NovaShip,WH-C3,1,3,56.4
ORD001599,MetroDash,WH-B2,4,1,78.4
ORD001600,RapidoLog,WH-B2,2,6,97.9
ORD001601,MetroDash,WH-C3,4,5,102.2
ORD001602,RapidoLog,WH-C3,3,8,68.3
ORD001603,CityHop,WH-B2,0,3,74.0
ORD001604,RapidoLog,WH-B2,0,3,29.6
ORD001605,CityHop,WH-B2,3,4,87.5
ORD001606,NovaShip,WH-B2,3,7,101.2
ORD001607,SwiftRun,WH-C3,1,1,43.2
ORD001608,SwiftRun,WH-D4,4,0,72.4
ORD001609,NovaShip,WH-C3,3,2,80.7
ORD001610,NovaShip,WH-D4,3,8,100.1
ORD001611,NovaShip,WH-C3,5,4,77.9
ORD001612,NovaShip,WH-B2,2,1,75.4
ORD001613,SwiftRun,WH-A1,0,2,19.4
ORD001614,SwiftRun,WH-C3,2,1,43.6
ORD001615,RapidoLog,WH-B2,5,1,58.8
ORD001616,RapidoLog,WH-B2,3,3,96.3
ORD001617,SwiftRun,WH-B2,2,8,62.1
ORD001618,MetroDash,WH-A1,5,2,59.4
ORD001619,SwiftRun,WH-C3,4,1,69.3
ORD001620,NovaShip,WH-D4,2,0,89.9
ORD001621,MetroDash,WH-B2,2,7,92.1
ORD001622,SwiftRun,WH-C3,1,1,51.1
ORD001623,SwiftRun,WH-D4,0,8,68.2
ORD001624,RapidoLog,WH-B2,4,2,75.8
ORD001625,NovaShip,WH-B2,5,6,122.2
ORD001626,MetroDash,WH-B2,1,2,57.3
ORD001627,NovaShip,WH-B2,2,8,70.4
ORD001628,RapidoLog,WH-C3,1,0,48.4
ORD001629,RapidoLog,WH-A1,1,7,67.3
ORD001630,SwiftRun,WH-C3,1,7,51.1
ORD001631,MetroDash,WH-B2,1,2,93.2
ORD001632,NovaShip,WH-B2,1,0,98.7
ORD001633,RapidoLog,WH-D4,2,3,73.1
ORD001634,SwiftRun,WH-A1,1,0,53.7
ORD001635,NovaShip,WH-C3,0,7,70.7
ORD001636,MetroDash,WH-B2,5,5,102.2
ORD001637,NovaShip,WH-B2,0,3,74.9
ORD001638,SwiftRun,WH-B2,3,0,45.8
ORD001639,RapidoLog,WH-D4,3,2,68.8
ORD001640,SwiftRun,WH-A1,4,0,60.2
ORD001641,MetroDash,WH-B2,4,3,94.5
ORD001642,CityHop,WH-A1,1,4,56.3
ORD001643,NovaShip,WH-B2,2,0,73.4
ORD001644,NovaShip,WH-B2,5,5,85.0
ORD001645,SwiftRun,WH-B2,5,5,66.8
ORD001646,MetroDash,WH-C3,1,6,66.5
ORD001647,MetroDash,WH-B2,0,4,80.5
ORD001648,CityHop,WH-B2,3,3,74.0
ORD001649,SwiftRun,WH-D4,3,0,55.6
ORD001650,SwiftRun,WH-B2,5,4,78.5
ORD001651,RapidoLog,WH-D4,4,7,94.7
ORD001652,CityHop,WH-C3,2,6,99.2
ORD001653,CityHop,WH-D4,3,0,83.6
ORD001654,RapidoLog,WH-B2,0,7,60.0
ORD001655,SwiftRun,WH-A1,5,5,72.3
ORD001656,MetroDash,WH-A1,3,7,73.5
ORD001657,SwiftRun,WH-C3,2,8,74.9
ORD001658,NovaShip,WH-D4,1,5,71.3
ORD001659,RapidoLog,WH-A1,1,1,56.6
ORD001660,CityHop,WH-D4,3,6,115.7
ORD001661,RapidoLog,WH-A1,0,0,56.2
ORD001662,SwiftRun,WH-A1,0,7,37.5
ORD001663,CityHop,WH-B2,4,8,105.9
ORD001664,CityHop,WH-B2,0,4,92.2
ORD001665,RapidoLog,WH-D4,5,3,94.1
ORD001666,CityHop,WH-A1,3,6,72.6
ORD001667,NovaShip,WH-C3,1,3,86.8
ORD001668,NovaShip,WH-C3,4,1,78.0
ORD001669,RapidoLog,WH-B2,0,3,53.2
ORD001670,SwiftRun,WH-C3,0,8,52.9
ORD001671,NovaShip,WH-D4,1,1,66.5
ORD001672,NovaShip,WH-A1,0,8,76.3
ORD001673,CityHop,WH-B2,4,7,88.9
ORD001674,RapidoLog,WH-D4,2,7,57.4
ORD001675,SwiftRun,WH-A1,1,8,60.0
ORD001676,MetroDash,WH-D4,5,6,90.2
ORD001677,CityHop,WH-B2,5,1,70.0
ORD001678,MetroDash,WH-B2,3,4,77.8
ORD001679,RapidoLog,WH-D4,1,4,67.5
ORD001680,CityHop,WH-D4,0,4,53.5
ORD001681,CityHop,WH-A1,3,2,93.2
ORD001682,MetroDash,WH-A1,4,3,79.7
ORD001683,RapidoLog,WH-B2,2,6,54.1
ORD001684,SwiftRun,WH-A1,2,1,57.3
ORD001685,NovaShip,WH-B2,1,6,92.5
ORD001686,CityHop,WH-A1,3,5,86.8
ORD001687,MetroDash,WH-C3,0,1,27.9
ORD001688,SwiftRun,WH-D4,5,7,99.4
ORD001689,NovaShip,WH-A1,4,8,111.4
ORD001690,RapidoLog,WH-A1,1,5,52.2
ORD001691,NovaShip,WH-B2,5,6,90.3
ORD001692,CityHop,WH-C3,4,4,94.5
ORD001693,MetroDash,WH-A1,5,7,106.8
ORD001694,SwiftRun,WH-B2,4,8,77.9
ORD001695,MetroDash,WH-A1,4,4,72.9
ORD001696,CityHop,WH-B2,2,8,100.2
ORD001697,CityHop,WH-D4,3,7,129.6
ORD001698,RapidoLog,WH-C3,3,7,89.4
ORD001699,CityHop,WH-B2,1,8,90.0
ORD001700,MetroDash,WH-B2,3,5,84.1
ORD001701,MetroDash,WH-A1,0,6,71.9
ORD001702,RapidoLog,WH-D4,2,6,82.2
ORD001703,MetroDash,WH-C3,5,1,75.3
ORD001704,SwiftRun,WH-A1,4,0,72.4
ORD001705,NovaShip,WH-B2,1,1,75.7
ORD001706,RapidoLog,WH-C3,1,6,43.0
ORD001707,MetroDash,WH-D4,2,3,29.0
ORD001708,MetroDash,WH-C3,2,8,91.2
ORD001709,NovaShip,WH-C3,2,5,87.2
ORD001710,CityHop,WH-C3,5,7,85.8
ORD001711,MetroDash,WH-B2,1,7,66.2
ORD001712,RapidoLog,WH-B2,1,4,71.9
ORD001713,RapidoLog,WH-B2,0,7,73.1
ORD001714,SwiftRun,WH-C3,2,3,43.8
ORD001715,NovaShip,WH-B2,2,3,66.9
ORD001716,SwiftRun,WH-A1,5,6,102.6
ORD001717,CityHop,WH-B2,2,4,106.1
ORD001718,NovaShip,WH-C3,5,1,103.4
ORD001719,SwiftRun,WH-C3,1,1,61.2
ORD001720,NovaShip,WH-D4,4,8,111.6
ORD001721,CityHop,WH-C3,3,2,81.3
ORD001722,NovaShip,WH-D4,5,4,85.9
ORD001723,NovaShip,WH-D4,1,8,73.4
ORD001724,RapidoLog,WH-B2,4,3,84.3
ORD001725,MetroDash,WH-B2,1,1,61.3
ORD001726,RapidoLog,WH-D4,3,6,53.3
ORD001727,NovaShip,WH-D4,5,6,109.6
ORD001728,MetroDash,WH-C3,2,3,69.8
ORD001729,NovaShip,WH-B2,1,5,73.3
ORD001730,SwiftRun,WH-D4,3,2,68.6
ORD001731,RapidoLog,WH-A1,2,0,56.9
ORD001732,RapidoLog,WH-C3,2,1,50.6
ORD001733,CityHop,WH-A1,3,4,61.9
ORD001734,RapidoLog,WH-B2,2,8,67.5
ORD001735,RapidoLog,WH-D4,0,8,54.1
ORD001736,RapidoLog,WH-A1,2,0,77.1
ORD001737,NovaShip,WH-D4,3,0,70.5
ORD001738,RapidoLog,WH-B2,3,0,81.4
ORD001739,NovaShip,WH-C3,1,1,66.8
ORD001740,MetroDash,WH-D4,2,6,71.3
ORD001741,NovaShip,WH-B2,2,1,81.9
ORD001742,CityHop,WH-A1,3,0,74.9
ORD001743,CityHop,WH-C3,2,7,78.7
ORD001744,CityHop,WH-D4,0,0,74.5
ORD001745,CityHop,WH-A1,3,2,99.9
ORD001746,CityHop,WH-A1,0,1,64.3
ORD001747,MetroDash,WH-A1,1,6,101.3
ORD001748,NovaShip,WH-A1,0,1,52.4
ORD001749,SwiftRun,WH-A1,2,2,53.5
ORD001750,SwiftRun,WH-B2,1,0,75.6
ORD001751,SwiftRun,WH-D4,2,1,55.6
ORD001752,NovaShip,WH-D4,3,8,66.7
ORD001753,RapidoLog,WH-A1,3,1,77.0
ORD001754,MetroDash,WH-A1,0,4,51.3
ORD001755,MetroDash,WH-B2,0,7,72.6
ORD001756,MetroDash,WH-D4,4,0,91.8
ORD001757,NovaShip,WH-B2,5,4,111.7
ORD001758,RapidoLog,WH-C3,3,2,65.2
ORD001759,CityHop,WH-A1,3,5,80.3
ORD001760,SwiftRun,WH-A1,4,5,93.1
ORD001761,NovaShip,WH-A1,1,1,104.3
ORD001762,SwiftRun,WH-B2,2,4,40.6
ORD001763,SwiftRun,WH-D4,5,5,90.4
ORD001764,MetroDash,WH-B2,3,5,86.6
ORD001765,SwiftRun,WH-A1,2,1,74.2
ORD001766,SwiftRun,WH-D4,2,0,69.6
ORD001767,NovaShip,WH-A1,2,5,69.3
ORD001768,MetroDash,WH-C3,5,0,57.5
ORD001769,SwiftRun,WH-B2,3,0,52.4
ORD001770,MetroDash,WH-C3,4,2,87.3
ORD001771,NovaShip,WH-C3,1,0,48.7
ORD001772,RapidoLog,WH-D4,4,0,75.6
ORD001773,MetroDash,WH-D4,4,4,78.9
ORD001774,CityHop,WH-B2,0,0,63.0
ORD001775,CityHop,WH-A1,1,2,69.2
ORD001776,RapidoLog,WH-B2,2,1,23.7
ORD001777,NovaShip,WH-B2,1,3,45.7
ORD001778,SwiftRun,WH-C3,1,0,77.7
ORD001779,SwiftRun,WH-A1,3,6,61.0
ORD001780,NovaShip,WH-D4,2,2,80.1
ORD001781,RapidoLog,WH-A1,1,3,54.7
ORD001782,NovaShip,WH-B2,0,4,44.9
ORD001783,SwiftRun,WH-A1,2,2,41.1
ORD001784,NovaShip,WH-B2,0,5,86.2
ORD001785,CityHop,WH-A1,3,1,105.6
ORD001786,CityHop,WH-D4,5,7,114.3
ORD001787,CityHop,WH-B2,3,8,108.1
ORD001788,NovaShip,WH-D4,1,8,51.0
ORD001789,MetroDash,WH-B2,5,7,96.6
ORD001790,MetroDash,WH-B2,5,2,79.5
ORD001791,MetroDash,WH-B2,5,8,95.6
ORD001792,SwiftRun,WH-B2,0,3,43.5
ORD001793,RapidoLog,WH-C3,1,1,44.8
ORD001794,RapidoLog,WH-C3,3,3,81.5
ORD001795,RapidoLog,WH-D4,3,5,75.0
ORD001796,NovaShip,WH-A1,3,1,76.3
ORD001797,NovaShip,WH-B2,0,0,32.8
ORD001798,NovaShip,WH-A1,1,1,90.3
ORD001799,CityHop,WH-D4,3,7,100.3
ORD001800,NovaShip,WH-D4,2,5,72.7
ORD001801,SwiftRun,WH-D4,3,6,87.9
ORD001802,NovaShip,WH-D4,1,7,80.9
ORD001803,SwiftRun,WH-C3,1,4,82.4
ORD001804,MetroDash,WH-A1,5,8,99.3
ORD001805,NovaShip,WH-A1,5,6,105.7
ORD001806,MetroDash,WH-B2,4,5,89.4
ORD001807,CityHop,WH-A1,2,8,92.8
ORD001808,CityHop,WH-D4,3,0,57.4
ORD001809,NovaShip,WH-C3,3,5,86.9
ORD001810,CityHop,WH-D4,2,6,52.9
ORD001811,RapidoLog,WH-B2,2,2,68.6
ORD001812,NovaShip,WH-C3,4,1,55.0
ORD001813,NovaShip,WH-D4,3,4,82.8
ORD001814,NovaShip,WH-A1,2,2,70.1
ORD001815,NovaShip,WH-B2,1,2,78.4
ORD001816,RapidoLog,WH-D4,1,7,46.3
ORD001817,RapidoLog,WH-C3,1,2,65.6
ORD001818,MetroDash,WH-C3,5,4,70.5
ORD001819,RapidoLog,WH-A1,0,7,61.5
ORD001820,MetroDash,WH-B2,3,7,96.3
ORD001821,MetroDash,WH-D4,0,1,67.5
ORD001822,SwiftRun,WH-A1,2,5,70.7
ORD001823,MetroDash,WH-B2,0,4,75.6
ORD001824,SwiftRun,WH-B2,3,8,82.2
ORD001825,NovaShip,WH-C3,2,2,34.3
ORD001826,MetroDash,WH-C3,1,5,71.2
ORD001827,RapidoLog,WH-B2,5,3,55.7
ORD001828,MetroDash,WH-C3,1,2,57.4
ORD001829,RapidoLog,WH-A1,0,8,55.4
ORD001830,MetroDash,WH-B2,3,0,86.2
ORD001831,NovaShip,WH-B2,4,8,112.0
ORD001832,CityHop,WH-D4,3,3,71.4
ORD001833,MetroDash,WH-B2,1,2,86.2
ORD001834,NovaShip,WH-B2,5,2,100.1
ORD001835,NovaShip,WH-C3,1,5,64.1
ORD001836,SwiftRun,WH-A1,2,6,50.9
ORD001837,MetroDash,WH-C3,0,8,42.9
ORD001838,CityHop,WH-D4,1,7,86.4
ORD001839,CityHop,WH-C3,2,1,69.9
ORD001840,NovaShip,WH-C3,2,6,69.1
ORD001841,NovaShip,WH-B2,4,5,64.3
ORD001842,MetroDash,WH-D4,1,0,52.8
ORD001843,CityHop,WH-A1,1,3,74.5
ORD001844,NovaShip,WH-D4,1,1,50.2
ORD001845,MetroDash,WH-B2,3,6,77.9
ORD001846,NovaShip,WH-D4,2,3,68.0
ORD001847,SwiftRun,WH-A1,5,6,79.5
ORD001848,SwiftRun,WH-B2,0,1,32.2
ORD001849,NovaShip,WH-D4,2,7,85.5
ORD001850,RapidoLog,WH-D4,3,4,79.9
ORD001851,RapidoLog,WH-B2,3,5,70.0
ORD001852,MetroDash,WH-D4,1,0,54.8
ORD001853,SwiftRun,WH-A1,5,5,91.4
ORD001854,SwiftRun,WH-B2,2,5,77.3
ORD001855,CityHop,WH-B2,0,5,53.8
ORD001856,RapidoLog,WH-B2,2,5,41.8
ORD001857,CityHop,WH-A1,3,3,71.1
ORD001858,RapidoLog,WH-C3,0,8,54.2
ORD001859,MetroDash,WH-D4,5,3,109.3
ORD001860,MetroDash,WH-A1,0,7,75.3
ORD001861,CityHop,WH-C3,4,5,91.2
ORD001862,MetroDash,WH-A1,1,0,71.3
ORD001863,SwiftRun,WH-B2,5,3,78.2
ORD001864,RapidoLog,WH-C3,3,5,76.1
ORD001865,RapidoLog,WH-A1,4,6,88.2
ORD001866,CityHop,WH-B2,2,5,54.2
ORD001867,CityHop,WH-A1,1,4,81.2
ORD001868,CityHop,WH-B2,2,6,71.4
ORD001869,NovaShip,WH-D4,4,6,84.3
ORD001870,MetroDash,WH-C3,3,0,67.9
ORD001871,CityHop,WH-A1,3,4,102.8
ORD001872,CityHop,WH-A1,1,2,85.1
ORD001873,CityHop,WH-B2,1,3,78.5
ORD001874,SwiftRun,WH-B2,1,0,57.4
ORD001875,SwiftRun,WH-D4,3,5,68.0
ORD001876,MetroDash,WH-A1,1,4,52.7
ORD001877,NovaShip,WH-C3,3,2,105.0
ORD001878,NovaShip,WH-A1,0,7,90.8
ORD001879,RapidoLog,WH-C3,5,8,90.9
ORD001880,NovaShip,WH-B2,2,0,67.3
ORD001881,RapidoLog,WH-B2,2,8,111.3
ORD001882,CityHop,WH-D4,3,8,110.6
ORD001883,MetroDash,WH-D4,1,3,49.1
ORD001884,SwiftRun,WH-D4,4,0,73.7
ORD001885,NovaShip,WH-A1,5,1,72.2
ORD001886,CityHop,WH-A1,4,4,96.2
ORD001887,RapidoLog,WH-A1,1,2,75.9
ORD001888,SwiftRun,WH-C3,2,2,72.1
ORD001889,CityHop,WH-D4,1,3,92.2
ORD001890,SwiftRun,WH-C3,4,8,74.2
ORD001891,SwiftRun,WH-B2,0,5,53.5
ORD001892,RapidoLog,WH-D4,2,2,78.0
ORD001893,RapidoLog,WH-B2,2,2,70.3
ORD001894,RapidoLog,WH-A1,3,5,68.6
ORD001895,NovaShip,WH-B2,1,4,52.4
ORD001896,NovaShip,WH-D4,1,6,74.5
ORD001897,CityHop,WH-B2,0,6,47.9
ORD001898,MetroDash,WH-B2,5,1,103.5
ORD001899,NovaShip,WH-B2,5,2,68.9
ORD001900,CityHop,WH-A1,5,5,70.1
ORD001901,CityHop,WH-A1,0,1,62.9
ORD001902,SwiftRun,WH-A1,3,2,63.1
ORD001903,CityHop,WH-C3,5,6,109.9
ORD001904,MetroDash,WH-B2,2,2,49.5
ORD001905,SwiftRun,WH-B2,1,0,30.2
ORD001906,CityHop,WH-D4,4,1,83.0
ORD001907,NovaShip,WH-C3,4,8,118.8
ORD001908,RapidoLog,WH-A1,5,2,72.5
ORD001909,CityHop,WH-B2,4,6,83.6
ORD001910,NovaShip,WH-B2,4,0,78.3
ORD001911,NovaShip,WH-A1,0,7,67.1
ORD001912,MetroDash,WH-B2,4,6,110.4
ORD001913,SwiftRun,WH-D4,1,6,64.7
ORD001914,NovaShip,WH-B2,1,3,64.3
ORD001915,MetroDash,WH-D4,5,1,71.3
ORD001916,CityHop,WH-B2,0,8,57.5
ORD001917,NovaShip,WH-D4,3,1,50.5
ORD001918,NovaShip,WH-C3,2,7,96.9
ORD001919,RapidoLog,WH-D4,2,6,49.7
ORD001920,NovaShip,WH-B2,2,5,72.0
ORD001921,RapidoLog,WH-C3,1,0,31.8
ORD001922,SwiftRun,WH-D4,4,6,90.1
ORD001923,RapidoLog,WH-C3,4,5,84.8
ORD001924,NovaShip,WH-C3,0,6,60.8
ORD001925,MetroDash,WH-D4,5,8,100.5
ORD001926,NovaShip,WH-B2,5,8,90.2
ORD001927,SwiftRun,WH-B2,3,2,49.7
ORD001928,MetroDash,WH-C3,4,4,61.7
ORD001929,NovaShip,WH-B2,5,0,69.3
ORD001930,SwiftRun,WH-C3,3,3,75.0
ORD001931,MetroDash,WH-A1,5,5,87.5
ORD001932,MetroDash,WH-A1,2,6,75.5
ORD001933,NovaShip,WH-C3,3,7,97.4
ORD001934,SwiftRun,WH-A1,0,3,31.8
ORD001935,CityHop,WH-B2,4,0,69.5
ORD001936,MetroDash,WH-C3,0,6,50.3
ORD001937,RapidoLog,WH-D4,1,5,96.6
ORD001938,CityHop,WH-D4,0,4,43.9
ORD001939,CityHop,WH-C3,4,3,58.5
ORD001940,SwiftRun,WH-B2,2,5,65.5
ORD001941,SwiftRun,WH-A1,5,3,86.4
ORD001942,RapidoLog,WH-D4,1,6,75.6
ORD001943,CityHop,WH-C3,1,2,71.2
ORD001944,RapidoLog,WH-C3,4,1,70.1
ORD001945,SwiftRun,WH-C3,2,1,45.0
ORD001946,MetroDash,WH-C3,3,8,95.0
ORD001947,NovaShip,WH-D4,1,4,71.2
ORD001948,MetroDash,WH-A1,4,3,89.3
ORD001949,NovaShip,WH-B2,3,0,47.9
ORD001950,RapidoLog,WH-B2,0,4,63.3
ORD001951,RapidoLog,WH-C3,3,5,69.3
ORD001952,SwiftRun,WH-A1,2,6,73.4
ORD001953,RapidoLog,WH-D4,5,6,88.1
ORD001954,MetroDash,WH-C3,3,6,65.2
ORD001955,SwiftRun,WH-A1,0,8,49.4
ORD001956,CityHop,WH-B2,0,1,54.0
ORD001957,CityHop,WH-D4,2,8,79.2
ORD001958,RapidoLog,WH-C3,5,5,87.8
ORD001959,MetroDash,WH-A1,3,7,88.5
ORD001960,RapidoLog,WH-A1,3,0,68.5
ORD001961,CityHop,WH-A1,2,3,89.2
ORD001962,MetroDash,WH-A1,1,8,44.9
ORD001963,MetroDash,WH-D4,4,1,47.0
ORD001964,NovaShip,WH-B2,0,7,90.7
ORD001965,RapidoLog,WH-B2,1,5,64.9
ORD001966,SwiftRun,WH-C3,1,2,68.2
ORD001967,SwiftRun,WH-B2,4,2,83.2
ORD001968,NovaShip,WH-A1,5,8,102.5
ORD001969,CityHop,WH-A1,1,4,66.3
ORD001970,MetroDash,WH-D4,3,2,71.6
ORD001971,NovaShip,WH-B2,1,5,62.6
ORD001972,RapidoLog,WH-A1,2,4,105.4
ORD001973,RapidoLog,WH-B2,4,7,83.5
ORD001974,SwiftRun,WH-B2,4,3,68.5
ORD001975,RapidoLog,WH-D4,3,0,86.2
ORD001976,RapidoLog,WH-A1,0,1,39.3
ORD001977,CityHop,WH-D4,2,0,109.5
ORD001978,SwiftRun,WH-C3,1,7,54.2
ORD001979,CityHop,WH-C3,5,4,116.1
ORD001980,RapidoLog,WH-A1,3,7,66.9
ORD001981,MetroDash,WH-B2,4,8,82.7
ORD001982,MetroDash,WH-C3,4,7,81.0
ORD001983,RapidoLog,WH-A1,0,6,72.3
ORD001984,SwiftRun,WH-D4,1,8,53.7
ORD001985,RapidoLog,WH-C3,3,7,64.0
ORD001986,CityHop,WH-B2,4,6,98.2
ORD001987,MetroDash,WH-A1,2,1,48.6
ORD001988,MetroDash,WH-A1,2,4,86.0
ORD001989,CityHop,WH-A1,4,3,105.3
ORD001990,SwiftRun,WH-B2,1,4,72.2
ORD001991,RapidoLog,WH-C3,4,6,91.4
ORD001992,MetroDash,WH-B2,3,1,48.3
ORD001993,RapidoLog,WH-A1,5,6,79.3
ORD001994,MetroDash,WH-A1,0,5,68.6
ORD001995,RapidoLog,WH-A1,0,5,22.5
ORD001996,NovaShip,WH-A1,0,7,65.2
ORD001997,RapidoLog,WH-B2,1,1,63.0
ORD001998,RapidoLog,WH-D4,1,2,44.5
ORD001999,RapidoLog,WH-A1,3,1,88.7
ORD002000,MetroDash,WH-B2,2,4,71.2
ORD002001,CityHop,WH-B2,1,4,73.3
ORD002002,RapidoLog,WH-B2,3,0,74.1
ORD002003,MetroDash,WH-B2,3,6,90.0
ORD002004,CityHop,WH-C3,4,8,114.9
ORD002005,SwiftRun,WH-C3,4,1,59.2
ORD002006,CityHop,WH-D4,4,6,104.5
ORD002007,SwiftRun,WH-C3,2,7,73.0
ORD002008,SwiftRun,WH-D4,2,2,68.6
ORD002009,NovaShip,WH-B2,3,2,104.9
ORD002010,SwiftRun,WH-B2,0,3,36.7
ORD002011,SwiftRun,WH-B2,0,2,43.3
ORD002012,MetroDash,WH-A1,0,0,32.8
ORD002013,RapidoLog,WH-D4,1,1,75.7
ORD002014,SwiftRun,WH-A1,4,1,33.4
ORD002015,RapidoLog,WH-D4,5,0,47.4
ORD002016,NovaShip,WH-D4,3,4,87.7
ORD002017,NovaShip,WH-C3,5,3,131.4
ORD002018,SwiftRun,WH-C3,0,8,39.7
ORD002019,CityHop,WH-B2,0,3,47.5
ORD002020,RapidoLog,WH-A1,3,5,72.7
ORD002021,CityHop,WH-D4,3,7,90.6
ORD002022,MetroDash,WH-A1,5,8,109.5
ORD002023,SwiftRun,WH-B2,3,2,75.6
ORD002024,CityHop,WH-B2,3,4,88.5
ORD002025,MetroDash,WH-A1,4,2,51.4
ORD002026,CityHop,WH-C3,4,0,70.3
ORD002027,MetroDash,WH-B2,0,4,53.0
ORD002028,SwiftRun,WH-B2,1,2,46.9
ORD002029,CityHop,WH-C3,0,7,55.4
ORD002030,CityHop,WH-B2,1,7,86.1
ORD002031,SwiftRun,WH-C3,1,0,52.3
ORD002032,NovaShip,WH-D4,0,7,63.2
ORD002033,MetroDash,WH-D4,5,2,61.2
ORD002034,RapidoLog,WH-B2,1,4,55.3
ORD002035,NovaShip,WH-C3,4,4,63.0
ORD002036,SwiftRun,WH-C3,4,7,62.7
ORD002037,CityHop,WH-A1,2,6,119.4
ORD002038,CityHop,WH-C3,1,5,65.1
ORD002039,CityHop,WH-A1,0,1,55.9
ORD002040,RapidoLog,WH-B2,2,3,56.1
ORD002041,MetroDash,WH-A1,4,8,83.5
ORD002042,SwiftRun,WH-A1,0,2,63.5
ORD002043,MetroDash,WH-B2,0,1,55.2
ORD002044,NovaShip,WH-D4,0,0,29.7
ORD002045,NovaShip,WH-A1,0,1,31.0
ORD002046,SwiftRun,WH-D4,5,1,59.7
ORD002047,RapidoLog,WH-B2,2,0,61.8
ORD002048,CityHop,WH-C3,0,1,53.3
ORD002049,SwiftRun,WH-A1,3,2,70.0
ORD002050,SwiftRun,WH-B2,3,1,68.9
ORD002051,NovaShip,WH-D4,1,2,74.3
ORD002052,CityHop,WH-B2,0,7,53.2
ORD002053,NovaShip,WH-A1,5,8,75.0
ORD002054,MetroDash,WH-B2,1,6,70.3
ORD002055,NovaShip,WH-D4,4,5,95.9
ORD002056,RapidoLog,WH-A1,1,5,62.3
ORD002057,CityHop,WH-B2,3,1,89.4
ORD002058,NovaShip,WH-C3,1,4,87.6
ORD002059,CityHop,WH-C3,4,1,96.8
ORD002060,CityHop,WH-B2,0,2,66.4
ORD002061,NovaShip,WH-D4,5,4,94.7
ORD002062,SwiftRun,WH-A1,2,0,63.8
ORD002063,MetroDash,WH-D4,4,6,85.2
ORD002064,SwiftRun,WH-B2,4,1,87.9
ORD002065,NovaShip,WH-D4,4,1,56.7
ORD002066,MetroDash,WH-D4,0,2,57.8
ORD002067,CityHop,WH-D4,3,7,118.7
ORD002068,SwiftRun,WH-C3,3,4,71.9
ORD002069,RapidoLog,WH-C3,2,3,58.4
ORD002070,RapidoLog,WH-B2,3,0,49.1
ORD002071,NovaShip,WH-D4,1,7,86.6
ORD002072,RapidoLog,WH-B2,1,7,60.6
ORD002073,RapidoLog,WH-D4,3,2,62.4
ORD002074,SwiftRun,WH-C3,4,8,90.3
ORD002075,MetroDash,WH-C3,0,5,83.3
ORD002076,CityHop,WH-D4,3,4,99.4
ORD002077,SwiftRun,WH-D4,4,7,71.5
ORD002078,MetroDash,WH-C3,1,2,56.9
ORD002079,MetroDash,WH-A1,5,2,78.6
ORD002080,RapidoLog,WH-D4,4,1,83.1
ORD002081,NovaShip,WH-C3,0,4,68.1
ORD002082,RapidoLog,WH-A1,1,2,59.1
ORD002083,NovaShip,WH-A1,0,4,76.2
ORD002084,RapidoLog,WH-A1,1,1,39.7
ORD002085,SwiftRun,WH-A1,2,3,34.5
ORD002086,SwiftRun,WH-D4,1,4,37.7
ORD002087,NovaShip,WH-A1,5,6,71.3
ORD002088,CityHop,WH-A1,5,3,88.0
ORD002089,NovaShip,WH-A1,1,1,79.7
ORD002090,RapidoLog,WH-D4,3,5,49.3
ORD002091,NovaShip,WH-D4,2,5,99.1
ORD002092,CityHop,WH-D4,0,2,51.3
ORD002093,MetroDash,WH-A1,1,2,66.3
ORD002094,SwiftRun,WH-B2,1,2,21.7
ORD002095,CityHop,WH-A1,0,2,48.5
ORD002096,CityHop,WH-C3,2,0,68.2
ORD002097,MetroDash,WH-B2,1,3,79.4
ORD002098,SwiftRun,WH-C3,4,8,71.4
ORD002099,SwiftRun,WH-B2,4,0,61.8
ORD002100,MetroDash,WH-B2,3,6,56.3
ORD002101,SwiftRun,WH-A1,3,2,54.7
ORD002102,SwiftRun,WH-B2,1,6,36.3
ORD002103,MetroDash,WH-D4,2,7,72.8
ORD002104,SwiftRun,WH-D4,0,7,79.9
ORD002105,NovaShip,WH-C3,2,2,62.3
ORD002106,CityHop,WH-A1,2,3,80.4
ORD002107,SwiftRun,WH-D4,3,7,56.5
ORD002108,NovaShip,WH-B2,5,4,63.5
ORD002109,SwiftRun,WH-C3,4,7,82.3
ORD002110,NovaShip,WH-D4,2,1,79.3
ORD002111,CityHop,WH-D4,2,0,74.2
ORD002112,NovaShip,WH-B2,2,6,79.9
ORD002113,RapidoLog,WH-D4,1,2,43.9
ORD002114,MetroDash,WH-B2,1,5,77.4
ORD002115,RapidoLog,WH-B2,2,7,74.6
ORD002116,MetroDash,WH-C3,0,4,82.6
ORD002117,RapidoLog,WH-D4,1,7,83.6
ORD002118,RapidoLog,WH-B2,1,1,31.0
ORD002119,SwiftRun,WH-B2,1,5,56.2
ORD002120,NovaShip,WH-B2,3,0,82.8
ORD002121,SwiftRun,WH-C3,3,4,28.0
ORD002122,MetroDash,WH-C3,0,0,61.6
ORD002123,RapidoLog,WH-D4,5,2,85.3
